#Mucinous_230_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Mucinous_230_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Mucinous_230_IP.nodup.bam
#Using cutoff of 22849.917 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Mucinous_230_IP.nodup.bam	Mucinous_230_Input.nodup.bam	enhancerRank	isSuper
11_Peak_26566_lociStitched	chr21	44784278	44887258	11	69579	330957.124	12223.726	1	1
15_Peak_1483_lociStitched	chr17	48927362	49034574	15	74974	253052.4836	12865.44	2	1
2_Peak_479_lociStitched	chr15	96860106	96905237	2	45023	227130.7837	5505.982	3	1
16_Peak_7130_lociStitched	chr1	201975357	202088348	16	70500	224795.5945	12880.974	4	1
13_Peak_8037_lociStitched	chr11	34606345	34686025	13	55653	178578.816	9665.184	5	1
31_Peak_52154_lociStitched	chr8	134222729	134392815	31	97461	190105.1222	21396.8188	6	1
27_Peak_6127_lociStitched	chr17	70394201	70537068	27	81966	176526.4652	17029.7464	7	1
21_Peak_55900_lociStitched	chr3	168982176	169111356	21	78183	174108.804	15152.814	8	1
22_Peak_37339_lociStitched	chr2	28548517	28661353	22	56229	162438.7056	14228.6196	9	1
16_Peak_17453_lociStitched	chr2	232504614	232577673	16	38358	157179.1326	9256.5753	10	1
9_Peak_43055_lociStitched	chr17	57902871	57950749	9	38212	149374.5722	5549.0602	11	1
23_Peak_28166_lociStitched	chr19	39126464	39227647	23	64367	151723.9085	12273.4979	12	1
13_Peak_47627_lociStitched	chr1	234733878	234820026	13	39712	146572.2072	10699.5816	13	1
31_Peak_40426_lociStitched	chr11	126180633	126302703	31	76478	148888.779	13354.458	14	1
26_Peak_22451_lociStitched	chr4	185249173	185408785	26	57462	151200.4476	18291.5352	15	1
12_Peak_16105_lociStitched	chr17	17579454	17656989	12	48427	141354.0585	9676.368	16	1
7_Peak_44934_lociStitched	chr11	61509669	61555738	7	34690	134539.9076	5758.625	17	1
29_Peak_36657_lociStitched	chr13	111156160	111279234	29	54927	140821.2708	14781.1874	18	1
7_Peak_22130_lociStitched	chr13	27520781	27597379	7	45899	134942.6966	9214.7394	19	1
8_Peak_55526_lociStitched	chr10	134188933	134244050	8	29568	132407.5691	7132.1398	20	1
17_Peak_35135_lociStitched	chr17	80585135	80662752	17	44481	133571.0953	8941.4784	21	1
13_Peak_46796_lociStitched	chr10	81903861	81970228	13	40930	132687.5431	8196.3245	22	1
4_Peak_49261_lociStitched	chr8	145007410	145048538	4	29211	128512.6616	5235.5944	23	1
9_Peak_11446_lociStitched	chr17	39777560	39836057	9	34192	129927.6867	6820.7502	24	1
19_Peak_31173_lociStitched	chr17	55937913	56034323	19	59377	134356.976	11260.688	25	1
9_Peak_48492_lociStitched	chr16	19390831	19450534	9	47643	126200.2014	7194.2115	26	1
32_Peak_61861_lociStitched	chr18	2958281	3068142	32	69378	130492.8958	13501.9169	27	1
8_Peak_25586_lociStitched	chr13	73613097	73686049	8	44476	125068.9088	8425.956	28	1
30_Peak_53889_lociStitched	chr5	172191576	172346196	30	68967	134318.394	18492.552	29	1
13_Peak_239_lociStitched	chr2	43379976	43456882	13	40996	123849.4224	9167.1952	30	1
36_Peak_24869_lociStitched	chr10	80807658	80955317	36	72697	131283.6169	17822.4413	31	1
8_Peak_35029_lociStitched	chr19	33512714	33570087	8	42323	119720.2391	6293.8181	32	1
29_Peak_14611_lociStitched	chr5	139530492	139642255	29	66513	125420.4386	13400.3837	33	1
32_Peak_13921_lociStitched	chr1	10723071	10876198	32	80667	121720.6523	10596.3884	34	1
23_Peak_9284_lociStitched	chr17	78991772	79072095	23	56492	120500.5646	10241.1825	35	1
5_Peak_1831_lociStitched	chr22	50323262	50364813	5	36765	112437.006	3162.0311	36	1
7_Peak_44703_lociStitched	chr7	5435819	5480114	7	20760	113731.842	5528.016	37	1
18_Peak_23474_lociStitched	chr2	69952033	70028448	18	55988	115088.6315	8451.499	38	1
37_Peak_86471_lociStitched	chr22	36718604	36866592	37	76859	116333.3668	10462.7516	39	1
Peak_97	chr1	207189893	207209281	1	19389	107572.3792	2477.7864	40	1
3_Peak_37948_lociStitched	chr17	46022867	46046804	3	22150	105655.5243	3104.6289	41	1
9_Peak_1919_lociStitched	chr3	134027270	134101870	9	46070	111631.44	9213.1	42	1
10_Peak_1427_lociStitched	chr2	239172646	239219305	10	29721	106587.8196	5426.4417	43	1
18_Peak_34028_lociStitched	chr18	55925791	56007368	18	44403	108032.4211	9642.4014	44	1
12_Peak_26458_lociStitched	chr12	6289479	6351480	12	34815	105581.5029	7235.5167	45	1
10_Peak_2829_lociStitched	chr5	170171372	170218597	10	40419	103734.435	5648.11	46	1
12_Peak_37539_lociStitched	chr4	173859739	173946393	12	45276	108499.4734	10441.807	47	1
5_Peak_3597_lociStitched	chr22	50708475	50746147	5	36105	100328.0704	2832.9344	48	1
8_Peak_16333_lociStitched	chr20	30147870	30211287	8	34339	101784.285	7311.9801	49	1
11_Peak_5046_lociStitched	chr4	77466377	77555597	11	44463	104788.89	10947.294	50	1
20_Peak_5320_lociStitched	chr15	89630408	89715231	20	51657	103874.2458	10314.4768	51	1
Peak_320	chr1	155095291	155113340	1	18050	95468.3806	2185.7339	52	1
9_Peak_284_lociStitched	chr12	53260818	53322305	9	39178	100408.271	7212.4251	53	1
14_Peak_34861_lociStitched	chr4	77577189	77653953	14	39943	102357.1176	9833.4684	54	1
6_Peak_56702_lociStitched	chr6	42065945	42111863	6	28261	97111.9782	5735.1582	55	1
6_Peak_298_lociStitched	chr17	73670839	73721208	6	27580	94310.9156	6024.1324	56	1
21_Peak_39896_lociStitched	chr21	42832558	42937827	21	43370	99047.6021	12326.9999	57	1
22_Peak_19627_lociStitched	chr5	131744826	131842187	22	36991	98256.7212	12111.7084	58	1
3_Peak_28139_lociStitched	chr11	118777692	118801742	3	22966	89309.675	3304.47	59	1
13_Peak_18187_lociStitched	chr17	4377137	4447013	13	41287	93794.5548	8461.9836	60	1
11_Peak_20088_lociStitched	chr9	132213236	132264693	11	31820	88742.7422	3674.0298	61	1
2_Peak_52_lociStitched	chr18	3446035	3467134	2	14340	87655.7955	2896.8927	62	1
2_Peak_1785_lociStitched	chr19	39887814	39905229	2	17128	86519.4615	2077.6095	63	1
6_Peak_72_lociStitched	chr20	49340743	49384764	6	31873	88992.8536	5207.6843	64	1
8_Peak_4315_lociStitched	chr7	16825247	16863899	8	33068	88300.494	4920.3996	65	1
8_Peak_40412_lociStitched	chr4	186713503	186761367	8	31802	87528.8968	5619.2336	66	1
5_Peak_17066_lociStitched	chr19	47582811	47628658	5	19125	86426.1797	5377.8531	67	1
9_Peak_11115_lociStitched	chr1	235090497	235135218	9	28538	86758.74	5715.3438	68	1
19_Peak_14514_lociStitched	chr21	45122224	45205697	19	36129	90551.5104	9682.868	69	1
6_Peak_41195_lociStitched	chr9	14292378	14324746	6	24756	84661.7408	3796.7664	70	1
4_Peak_505_lociStitched	chr18	19744962	19779366	4	31124	84909.072	4245.4536	71	1
4_Peak_5030_lociStitched	chr11	67763618	67788948	4	22394	84166.524	3637.388	72	1
10_Peak_501_lociStitched	chr21	36205621	36271137	10	29482	87994.5396	7888.1264	73	1
9_Peak_38999_lociStitched	chr11	65183723	65223210	9	22106	84360.0268	4702.9017	74	1
23_Peak_13765_lociStitched	chr15	67301841	67443713	23	47651	96458.7728	16854.3936	75	1
3_Peak_50_lociStitched	chr17	2286099	2311656	3	20187	82283.3172	3066.84	76	1
17_Peak_35619_lociStitched	chr5	1468503	1543436	17	43732	88038.7817	8999.4533	77	1
2_Peak_6778_lociStitched	chr1	159868043	159896379	2	24141	81990.216	3020.6176	78	1
4_Peak_1345_lociStitched	chr3	185253900	185280111	4	22185	81691.8237	2809.8192	79	1
Peak_532	chr22	46459766	46487152	1	27387	80369.6942	1878.6796	80	1
10_Peak_11351_lociStitched	chr5	141212374	141258922	10	28684	83628.1368	5622.9984	81	1
10_Peak_4809_lociStitched	chr10	126805338	126851869	10	27928	82853.0986	5834.9874	82	1
16_Peak_37884_lociStitched	chr21	36012911	36074759	16	32349	84805.9776	7799.0328	83	1
14_Peak_39538_lociStitched	chr3	149057123	149135879	14	34951	86033.0544	9403.4664	84	1
7_Peak_17907_lociStitched	chr8	17623464	17679462	7	27641	83129.031	6518.1672	85	1
22_Peak_8847_lociStitched	chr17	75350547	75471009	22	53745	89876.6982	13684.4832	86	1
7_Peak_29499_lociStitched	chr1	169069562	169100820	7	26406	79957.964	3769.7148	87	1
18_Peak_46101_lociStitched	chr22	37929472	37998660	18	43595	79995.1656	4690.9464	88	1
8_Peak_30730_lociStitched	chr3	50264378	50311129	8	31180	80809.1035	5600.7698	89	1
11_Peak_38063_lociStitched	chr10	95180236	95236981	11	36037	81304.236	6559.722	90	1
7_Peak_38351_lociStitched	chr11	65236576	65278458	7	29778	79194.6738	4925.3232	91	1
15_Peak_16321_lociStitched	chr6	64202011	64288462	15	36514	84004.4367	9812.1885	92	1
8_Peak_29733_lociStitched	chr12	125388958	125425981	8	21865	78085.2093	4198.4082	93	1
32_Peak_9706_lociStitched	chr19	2461361	2627599	32	45293	92012.733	18302.8038	94	1
16_Peak_17174_lociStitched	chr6	138750306	138830761	16	47302	83295.0615	10193.6485	95	1
3_Peak_4385_lociStitched	chr17	39927440	39958182	3	22271	76593.693	3627.556	96	1
1_Peak_113_lociStitched	chr3	169374854	169387783	1	12930	74288.7411	1539.8439	97	1
12_Peak_83550_lociStitched	chr13	73736622	73803368	12	33778	80836.0806	8102.9644	98	1
13_Peak_8025_lociStitched	chrX	12988478	13049396	13	35121	79979.2422	7389.3534	99	1
