REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Mucinous_230_IP.nodup.bam	Mucinous_230_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
11_Peak_26566_lociStitched	chr21	44784278	44887258	11	69579	330957.124	12223.726	1	C21orf125,C21orf84,SIK1		SIK1	1	1	ENSG00000160209	PDXK	130.866202849101	3
15_Peak_1483_lociStitched	chr17	48927362	49034574	15	74974	253052.4836	12865.44	2	TOB1	WFIKKN2	TOB1	2	1	ENSG00000141232	TOB1	56.6212575687088	1
2_Peak_479_lociStitched	chr15	96860106	96905237	2	45023	227130.7837	5505.982	3	NR2F2,MIR1469		NR2F2	3	1	ENSG00000185551	NR2F2	109.550421333738	1
16_Peak_7130_lociStitched	chr1	201975357	202088348	16	70500	224795.5945	12880.974	4	ELF3	RNPEP,PTPN7,ELF3,PTPRVP,GPR37L1,ARL8A	ELF3	4	1	ENSG00000163435	ELF3	243.043030111608	1
13_Peak_8037_lociStitched	chr11	34606345	34686025	13	55653	178578.816	9665.184	5	EHF		EHF	5	1	ENSG00000135373	EHF	47.2711464147324	1
31_Peak_52154_lociStitched	chr8	134222729	134392815	31	97461	190105.1222	21396.8188	6	NDRG1,WISP1		NDRG1	6	1	ENSG00000104419	NDRG1	215.319684111787	1
27_Peak_6127_lociStitched	chr17	70394201	70537068	27	81966	176526.4652	17029.7464	7	LOC100499467		LOC100499467	7	1	ENSG00000263680		0.547394211963082	1
21_Peak_55900_lociStitched	chr3	168982176	169111356	21	78183	174108.804	15152.814	8	MECOM		MECOM	8	1	ENSG00000085276	MECOM	142.886357263455	1
22_Peak_37339_lociStitched	chr2	28548517	28661353	22	56229	162438.7056	14228.6196	9	BRE,FOSL2		FOSL2	9	1	ENSG00000075426	FOSL2	164.758793831088	1
16_Peak_17453_lociStitched	chr2	232504614	232577673	16	38358	157179.1326	9256.5753	10	PTMA	C2orf57,PTMA,MIR1244-2	PTMA	10	1	ENSG00000187514	PTMA	922.382099240683	1
9_Peak_43055_lociStitched	chr17	57902871	57950749	9	38212	149374.5722	5549.0602	11	TUBD1,MIR21,TMEM49	RPS6KB1,TUBD1	MIR21	11	1	ENSG00000199004	NA	0.639508359319616	1
23_Peak_28166_lociStitched	chr19	39126464	39227647	23	64367	151723.9085	12273.4979	12	ACTN4,CAPN12,EIF3K	LGALS7,MAP4K1	ACTN4	12	1	ENSG00000130402	ACTN4	381.617471962806	1
13_Peak_47627_lociStitched	chr1	234733878	234820026	13	39712	146572.2072	10699.5816	13	IRF2BP2,NCRNA00184		NCRNA00184	13	1	ENSG00000168264	IRF2BP2	93.3315632379749	1
31_Peak_40426_lociStitched	chr11	126180633	126302703	31	76478	148888.779	13354.458	14	KIRREL3,DCPS,ST3GAL4,FLJ39051	FOXRED1,TIRAP,SRPR	ST3GAL4	14	1	ENSG00000110080	ST3GAL4	12.4711521095288	1
26_Peak_22451_lociStitched	chr4	185249173	185408785	26	57462	151200.4476	18291.5352	15	IRF2		IRF2	15	1	ENSG00000168310	IRF2	16.806026491713	1
12_Peak_16105_lociStitched	chr17	17579454	17656989	12	48427	141354.0585	9676.368	16	RAI1	SMCR5	RAI1	16	1	ENSG00000108557	RAI1	35.3256518459643	1
7_Peak_44934_lociStitched	chr11	61509669	61555738	7	34690	134539.9076	5758.625	17	C11orf9,DAGLA,DKFZP434K028	FADS2,MIR611,FEN1,FADS1,MIR1908,C11orf10	DKFZP434K028	17	1	ENSG00000124915		1.30530286942479	1
29_Peak_36657_lociStitched	chr13	111156160	111279234	29	54927	140821.2708	14781.1874	18	COL4A2,CARKD,RAB20		RAB20	18	1	ENSG00000139832	RAB20	6.29503343757544	1
7_Peak_22130_lociStitched	chr13	27520781	27597379	7	45899	134942.6966	9214.7394	19			USP12	19	1	ENSG00000152484	USP12	16.4977999005418	1
8_Peak_55526_lociStitched	chr10	134188933	134244050	8	29568	132407.5691	7132.1398	20	PWWP2B,LRRC27	LRRC27,C10orf91	PWWP2B	20	1	ENSG00000171813	PWWP2B	11.7718960280876	1
17_Peak_35135_lociStitched	chr17	80585135	80662752	17	44481	133571.0953	8941.4784	21	WDR45L,RAB40B	FN3KRP,FN3K,TBCD	WDR45L	21	1	ENSG00000141542	RAB40B	15.5029191698664	1
13_Peak_46796_lociStitched	chr10	81903861	81970228	13	40930	132687.5431	8196.3245	22	PLAC9,ANXA11	ANXA11	ANXA11	22	1	ENSG00000122359	ANXA11	189.687744666363	1
4_Peak_49261_lociStitched	chr8	145007410	145048538	4	29211	128512.6616	5235.5944	23	PLEC,MIR661	GRINA,SPATC1,PARP10	PLEC	23	1	ENSG00000178209	PLEC	392.892195636502	1
