REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Mucinous_380_IP.nodup.bam	Mucinous_380_INPUT.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
58_Peak_39459_lociStitched	chr5	172140725	172371958	58	130419	295562.0206	23562.6427	1	ERGIC1,DUSP1	LOC100268168,RPL26L1,ATP6V0E1	ERGIC1	1	1	ENSG00000113719	ERGIC1	182.15930024593	1
62_Peak_93686_lociStitched	chr12	124843168	125117639	62	129000	263162.7948	25114.0965	2	NCOR2	NCOR2	NCOR2	2	1	ENSG00000196498	NCOR2	120.453952827208	1
40_Peak_15070_lociStitched	chr17	75300886	75475615	40	112011	215720.4234	17123.442	3	SEPT9,MIR4316		MIR4316	3	1	ENSG00000200651		3.34917742341827	1
68_Peak_47272_lociStitched	chr1	9288375	9543690	68	116439	211860.387	24714.492	4	H6PD,SPSB1		SPSB1	4	1	ENSG00000049239	H6PD	66.6994554258201	1
28_Peak_58822_lociStitched	chr9	132164522	132267982	28	61284	194670.336	9787.316	5			C9orf106	5	1	ENSG00000204054	LINC00963	118.640444822809	2
39_Peak_122658_lociStitched	chr17	17565832	17697059	39	80664	187300.2971	12440.3196	6	SMCR5,RAI1	MIR33B,SREBF1	RAI1	6	1	ENSG00000108557	RAI1	35.3256518459643	1
17_Peak_1617_lociStitched	chr10	134188675	134281542	17	45897	181480.6914	8961.6655	7	C10orf91,PWWP2B,LRRC27	LRRC27	C10orf91	7	1	ENSG00000171813	PWWP2B	11.7718960280876	1
37_Peak_47902_lociStitched	chr10	73979192	74108514	37	71854	182550.9352	13087.3864	8	DDIT4,DNAJB12,ANAPC16	ASCC1,DNAJB12	DDIT4	8	1	ENSG00000168209	DDIT4	40.8140812876661	1
72_Peak_75755_lociStitched	chr17	75091101	75286736	72	81391	172941.34	19778.6985	9	SEC14L1,SEPT9	C17orf86,SCARNA16,SEC14L1,SEPT9	SEC14L1	9	1	ENSG00000129657	SEC14L1	51.8505837874944	1
33_Peak_12159_lociStitched	chr17	76305048	76421877	33	70434	163887.7212	12185.2647	10	SOCS3,PGS1,DNAH17		SOCS3	10	1	ENSG00000184557	SOCS3	54.9015144409157	1
25_Peak_14162_lociStitched	chr9	130247483	130349160	25	65463	156724.9278	10066.023	11	LRSAM1,FAM129B	LRSAM1,RPL12,SNORA65,STXBP1	FAM129B	11	1	ENSG00000136830	FAM129B	92.1813888476543	1
41_Peak_54572_lociStitched	chr19	2461685	2639635	41	79990	161987.885	15908.73	12	GADD45B,GNG7	LMNB2,TIMM13	GADD45B	12	1	ENSG00000099860	GADD45B	22.3457907797221	1
7_Peak_11686_lociStitched	chr8	145001803	145053467	7	41507	148187.8512	5373.056	13	PLEC,PARP10,MIR661	GRINA,SPATC1	PLEC	13	1	ENSG00000178209	PLEC	392.892195636502	1
21_Peak_51610_lociStitched	chr8	142215278	142338249	21	51680	153504.6993	11989.6725	14	SLC45A4	GPR20,LOC731779	SLC45A4	14	1	ENSG00000022567	SLC45A4	45.0961710860966	1
7_Peak_14235_lociStitched	chr22	50319060	50364897	7	36692	145335.3759	4404.9357	15	CRELD2,PIM3	CRELD2,ALG12	PIM3	15	1	ENSG00000198355	PIM3	31.4552921734244	1
1_Peak_1453_lociStitched	chr14	105931167	105959028	1	27862	131910.6906	2702.517	16	C14orf80,MTA1,CRIP2,CRIP1	TMEM121	CRIP2	16	1	ENSG00000182809	CRIP2	50.3602675006035	1
30_Peak_5574_lociStitched	chr1	16435347	16555087	30	62992	139293.542	10896.34	17	EPHA2,ARHGEF19	FAM131C,C1orf89	EPHA2	17	1	ENSG00000142627	EPHA2	30.9695541992627	1
30_Peak_49065_lociStitched	chr15	90542231	90650766	30	58724	138078.227	10766.672	18	ZNF710,IDH2		IDH2	18	1	ENSG00000182054	IDH2	38.2285283644919	1
29_Peak_27130_lociStitched	chr3	14399731	14524221	29	68691	138457.778	12461.449	19	SLC6A6		SLC6A6	19	1	ENSG00000131389	SLC6A6	40.2334745792865	1
28_Peak_77644_lociStitched	chr2	233923383	233995694	28	55700	131526.4779	7585.4239	20	INPP5D	NEU2,INPP5D,NGEF	INPP5D	20	1	ENSG00000168918	INPP5D	12.496966335168	1
46_Peak_44206_lociStitched	chr2	28539911	28693584	46	63972	138444.0057	15275.0962	21	BRE,FOSL2	PLB1	FOSL2	21	1	ENSG00000075426	FOSL2	164.758793831088	1
33_Peak_7379_lociStitched	chr2	43383701	43504645	33	47788	134719.5216	12009.7392	22	THADA,LOC100129726,ZFP36L2		ZFP36L2	22	1	ENSG00000152518	ZFP36L2	193.662045632807	1
Peak_573	chr19	1239392	1264200	1	24809	120708.2856	2480.8	23	ATP5D,MIDN	CIRBP,C19orf23,ATP5D,STK11,C19orf26,EFNA2,C19orf24	MIDN	23	1	ENSG00000167470	MIDN	95.6445804153529	1
25_Peak_1619_lociStitched	chr17	48960966	49034516	25	52431	124681.96	7457.97	24		WFIKKN2,TOB1	TOB1	24	1	ENSG00000141232	TOB1	56.6212575687088	1
24_Peak_11920_lociStitched	chr15	31616756	31698051	24	47793	125283.7245	8064.464	25	KLF13		KLF13	25	1	ENSG00000169926	KLF13	40.9962538071668	1
29_Peak_27700_lociStitched	chr19	39125489	39228435	29	72743	127333.9074	10376.9568	26	ACTN4,CAPN12,EIF3K	LGALS7,MAP4K1	ACTN4	26	1	ENSG00000130402	ACTN4	381.617471962806	1
29_Peak_47735_lociStitched	chr1	12585024	12689968	29	55960	126226.6432	9959.1856	27	DHRS3	AADACL4,SNORA59A	DHRS3	27	1	ENSG00000162496	DHRS3	49.3693560933508	1
54_Peak_79519_lociStitched	chr9	37906155	38075774	54	87243	130827.1347	17250.2523	28	SHB	MCART1	SHB	28	1	ENSG00000107338	SHB	10.6334125075366	1
39_Peak_16807_lociStitched	chr14	75639640	75777930	39	49752	124862.041	14036.435	29	FOS,TMED10	NEK9	FOS	29	1	ENSG00000170345	FOS	208.009800545971	1
10_Peak_7370_lociStitched	chr11	118739797	118801901	10	31044	115364.3904	5812.9344	30	CXCR5,BCL9L	UPK2,FOXR1	CXCR5	30	1	ENSG00000186174	BCL9L	51.5099097810062	1
10_Peak_548_lociStitched	chr9	135978593	136036353	10	37611	112695.536	5637.376	31	GBGT1,RALGDS	CEL,OBP2B,CELP	RALGDS	31	1	ENSG00000160271	RALGDS	47.0538754055554	1
27_Peak_40729_lociStitched	chr1	21563731	21670253	27	55074	117152.8956	10684.1566	32	ECE1		ECE1	32	1	ENSG00000117298	ECE1	89.539295974677	1
