#Endometrioid_630_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Endometrioid_630_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Endometrioid_630_IP.nodup.bam
#Using cutoff of 13037.82 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_630_IP.nodup.bam	Endometrioid_630_Input.nodup.bam	enhancerRank	isSuper
19_Peak_77924_lociStitched	chr12	6276108	6406073	19	72519	200003.1385	18312.0685	1	1
20_Peak_105_lociStitched	chr9	132143553	132265767	20	73787	179703.4656	12453.6066	2	1
40_Peak_26923_lociStitched	chr2	28807094	28944275	40	92962	180859.4304	15556.3254	3	1
5_Peak_67854_lociStitched	chr8	145002894	145052088	5	36238	172213.4358	9705.9762	4	1
43_Peak_76436_lociStitched	chr5	172141893	172334304	43	95359	169263.9567	21242.1744	5	1
17_Peak_164_lociStitched	chr1	201975401	202104381	17	65165	140381.832	12756.122	6	1
25_Peak_81645_lociStitched	chr19	9110855	9190983	25	58607	127155.1232	11073.6896	7	1
21_Peak_39146_lociStitched	chr22	36717226	36815906	21	69479	125451.884	10400.872	8	1
30_Peak_75171_lociStitched	chr2	43382635	43504823	30	61886	126207.9852	13697.2748	9	1
11_Peak_56052_lociStitched	chr9	132308853	132376529	11	53645	114792.0312	6950.3252	10	1
26_Peak_50561_lociStitched	chr10	82170449	82290898	26	72661	117425.7301	13345.7492	11	1
31_Peak_47833_lociStitched	chr10	73980111	74108908	31	67072	116831.7587	13871.4369	12	1
16_Peak_43748_lociStitched	chr12	53288921	53371320	16	49560	105915.6746	8042.1424	13	1
23_Peak_2297_lociStitched	chr17	55936971	56033898	23	74040	102636.0003	6649.1922	14	1
25_Peak_5185_lociStitched	chr17	76303896	76414239	25	62771	101449.3542	9026.0574	15	1
12_Peak_74105_lociStitched	chr20	45933327	45994309	12	37823	96540.6042	7122.6976	16	1
3_Peak_170_lociStitched	chr11	118777741	118809273	3	23908	93612.2016	4537.4548	17	1
9_Peak_1258_lociStitched	chr2	232526190	232581446	9	33188	91741.5368	5558.7536	18	1
38_Peak_47385_lociStitched	chr17	75308209	75469442	38	73174	99496.8843	13543.572	19	1
1_Peak_81_lociStitched	chr19	1244058	1271417	1	27360	83382.0243	2938.3566	20	1
36_Peak_11652_lociStitched	chr20	48837087	48966082	36	67979	94424.34	14137.852	21	1
18_Peak_26631_lociStitched	chr19	3334878	3409653	18	45793	87060.5325	7312.995	22	1
13_Peak_2696_lociStitched	chr9	130280139	130347171	13	41258	86739.408	7024.9536	23	1
30_Peak_49864_lociStitched	chr2	113943186	114049541	30	53159	89806.162	10954.565	24	1
17_Peak_78149_lociStitched	chr20	30248972	30319586	17	44483	85760.703	7795.7856	25	1
20_Peak_70990_lociStitched	chr3	134027342	134102240	20	47147	89375.7834	11466.8838	26	1
6_Peak_107515_lociStitched	chr22	50322955	50364874	6	31949	82555.2786	4925.4825	27	1
23_Peak_83102_lociStitched	chr3	127408777	127510244	23	46949	91705.8746	15047.5561	28	1
34_Peak_79298_lociStitched	chr10	79594729	79731942	34	59376	90299.8753	14997.3809	29	1
12_Peak_7950_lociStitched	chr19	45219579	45283699	12	40157	79919.168	6014.456	30	1
16_Peak_46932_lociStitched	chr19	39125480	39198351	16	44677	80974.2552	7498.4259	31	1
19_Peak_7288_lociStitched	chr14	35799740	35885732	19	46802	82509.324	9261.3384	32	1
13_Peak_798_lociStitched	chr22	39826986	39899370	13	44707	80664.7296	7462.7904	33	1
5_Peak_9971_lociStitched	chr20	60924836	60957948	5	29418	76260.2472	3791.324	34	1
45_Peak_47242_lociStitched	chr11	95931355	96077466	45	51553	92795.0961	24678.1479	35	1
5_Peak_54661_lociStitched	chr19	13254375	13293219	5	25492	71853.6312	3915.4752	36	1
39_Peak_50736_lociStitched	chr22	43290912	43430288	39	49646	82482.7168	15219.8592	37	1
8_Peak_33367_lociStitched	chr8	55358301	55390206	8	17003	71157.7215	4635.7965	38	1
10_Peak_17671_lociStitched	chr11	65235986	65289819	10	32719	72238.5027	5819.3473	39	1
15_Peak_18316_lociStitched	chr1	201399691	201487671	15	42091	75733.184	9352.274	40	1
29_Peak_38995_lociStitched	chr14	77473207	77591841	29	50053	73920.8454	8126.429	41	1
4_Peak_56983_lociStitched	chr19	12868259	12907641	4	20000	69387.1458	4107.5426	42	1
Peak_300	chr14	105931872	105951903	1	20032	67388.2902	2189.3883	43	1
10_Peak_458_lociStitched	chr10	134188866	134243914	10	27458	70610.0696	5477.276	44	1
8_Peak_11436_lociStitched	chr1	205239426	205294642	8	40499	71040.9056	6106.8896	45	1
9_Peak_4143_lociStitched	chr6	42055369	42111601	9	31026	72910.4112	8114.2776	46	1
9_Peak_31091_lociStitched	chr1	156055858	156101125	9	31095	68928.0609	4757.5617	47	1
15_Peak_44988_lociStitched	chr6	39135160	39199937	15	41781	73541.3281	9431.5312	48	1
12_Peak_11816_lociStitched	chr19	1150691	1214890	12	38437	69148.7429	5540.3737	49	1
15_Peak_62719_lociStitched	chr12	58225039	58294462	15	35390	71151.6327	7671.2415	50	1
21_Peak_23_lociStitched	chr2	28599923	28675510	21	30173	71807.65	8337.2461	51	1
Peak_238	chr22	46464732	46478319	1	13588	63940.422	1349.1891	52	1
16_Peak_2633_lociStitched	chr9	130789050	130867656	16	45086	70965.4968	8740.9872	53	1
35_Peak_10864_lociStitched	chr15	71787217	71865812	35	45607	71332.822	9258.491	54	1
17_Peak_3347_lociStitched	chr12	52402327	52488578	17	38309	70467.067	8857.9777	55	1
19_Peak_75134_lociStitched	chr6	16216684	16280300	19	37271	70321.1264	9307.0208	56	1
16_Peak_21926_lociStitched	chr22	38597138	38640149	16	31071	64731.555	4159.1637	57	1
11_Peak_21680_lociStitched	chr15	31616932	31659665	11	34211	65210.558	4888.6552	58	1
13_Peak_20999_lociStitched	chr2	235859480	235918199	13	39835	66458.1642	6282.933	59	1
19_Peak_42487_lociStitched	chr22	25505879	25574521	19	42250	67282.8884	7228.0026	60	1
14_Peak_12494_lociStitched	chr11	19732747	19802237	14	38147	66856.329	7901.013	61	1
16_Peak_78818_lociStitched	chr1	235089828	235154418	16	36743	65591.145	6801.327	62	1
14_Peak_1483_lociStitched	chr11	114014501	114071642	14	28868	67712.085	9045.4203	63	1
20_Peak_33914_lociStitched	chr11	34607278	34678866	20	45885	65968.342	8010.6972	64	1
9_Peak_75903_lociStitched	chr17	73671204	73721149	9	31899	61642.119	3875.732	65	1
Peak_4640	chr17	46631280	46667139	1	35860	59371.7463	2133.6105	66	1
15_Peak_73181_lociStitched	chrX	106915549	106991601	15	32496	65168.9588	7977.8548	67	1
8_Peak_56011_lociStitched	chr7	73223062	73270591	8	26465	61531.0434	4415.4441	68	1
10_Peak_7059_lociStitched	chr19	44239903	44289904	10	31179	61836.2367	5280.1056	69	1
13_Peak_53225_lociStitched	chr3	50264371	50312226	13	34605	59158.351	3010.0795	70	1
29_Peak_66871_lociStitched	chr11	128286918	128396296	29	36475	73020.7528	17577.0446	71	1
21_Peak_65212_lociStitched	chr19	2027214	2093577	21	33831	62314.857	6934.9335	72	1
9_Peak_66073_lociStitched	chr12	48193265	48230494	9	31063	59037.7482	3890.4305	73	1
20_Peak_16974_lociStitched	chr14	103557436	103638724	20	36145	63071.3592	8031.2544	74	1
5_Peak_47_lociStitched	chr1	150531522	150553215	5	20201	57707.7186	2757.1803	75	1
10_Peak_383_lociStitched	chr19	16180377	16231215	10	32309	60009.1752	5200.7274	76	1
4_Peak_1531_lociStitched	chr2	66652519	66674472	4	17179	56691.4272	2280.9167	77	1
25_Peak_47867_lociStitched	chr22	31610675	31691884	25	39633	62912.6123	8640.6376	78	1
4_Peak_76202_lociStitched	chr7	5451216	5479030	4	15795	56709.9646	2967.7538	79	1
13_Peak_43659_lociStitched	chr6	2837666	2873762	13	23377	58183.1424	5298.8928	80	1
25_Peak_78152_lociStitched	chr3	186647706	186743935	25	36779	63193.5843	10450.4694	81	1
7_Peak_4707_lociStitched	chr8	142215435	142251091	7	20263	59770.1528	7213.2088	82	1
17_Peak_51661_lociStitched	chr15	66992940	67073424	17	38241	60805.662	8619.8364	83	1
12_Peak_57592_lociStitched	chr11	121315927	121354054	12	29406	57278.1921	5558.9166	84	1
7_Peak_39292_lociStitched	chr18	3578390	3626935	7	28724	56744.2505	5165.188	85	1
17_Peak_27754_lociStitched	chr19	13112144	13172873	17	41479	57601.4565	6151.8477	86	1
16_Peak_51718_lociStitched	chr17	17579116	17657557	16	38169	56265.7293	4879.0302	87	1
27_Peak_16224_lociStitched	chr5	142180299	142261003	27	48428	60624.8448	9369.7344	88	1
17_Peak_11757_lociStitched	chr6	6677222	6760200	17	34423	63511.3612	12446.7	89	1
5_Peak_22252_lociStitched	chr10	119291270	119313979	5	22062	53309.3775	2468.4683	90	1
12_Peak_16712_lociStitched	chr12	6162369	6217450	12	26725	57917.6715	7832.5182	91	1
Peak_203	chr11	65183477	65196381	1	12905	51450.8288	1491.7024	92	1
15_Peak_48374_lociStitched	chr14	93471934	93553490	15	35574	58076.0276	8473.6684	93	1
9_Peak_6384_lociStitched	chr17	79010873	79050055	9	32951	52899.6182	3346.1428	94	1
19_Peak_15281_lociStitched	chrX	23770652	23841585	19	30611	57370.6104	7958.6826	95	1
13_Peak_24842_lociStitched	chr1	234719593	234769172	13	19565	54373.2893	5389.2373	96	1
27_Peak_14967_lociStitched	chr21	33778396	33871912	27	40863	55258.6044	6321.6816	97	1
5_Peak_58463_lociStitched	chr11	62305604	62329200	5	22968	51292.9848	2638.0328	98	1
18_Peak_11790_lociStitched	chr1	9350599	9445573	18	48134	54762.0084	6353.7606	99	1
36_Peak_56563_lociStitched	chr1	39542300	39681610	36	42228	63511.429	15170.859	100	1
14_Peak_42947_lociStitched	chr14	100026386	100092272	14	31231	54955.5126	6674.2518	101	1
Peak_228	chr19	39891477	39905709	1	14233	49504.5888	1292.2656	102	1
18_Peak_55392_lociStitched	chr14	75688540	75777954	18	37559	54372.6534	6196.3902	103	1
8_Peak_47448_lociStitched	chr22	50707999	50746183	8	27577	51567.492	3726.7584	104	1
22_Peak_60954_lociStitched	chr11	72886362	72971493	22	43718	55922.5539	8649.3096	105	1
22_Peak_82793_lociStitched	chr2	11621431	11694772	22	31364	55423.7937	8162.8533	106	1
13_Peak_42608_lociStitched	chr6	11196837	11234476	13	30491	52946.7813	5762.5309	107	1
10_Peak_5890_lociStitched	chr1	16465266	16514338	10	31789	50185.9344	3228.9376	108	1
7_Peak_93082_lociStitched	chr2	232461951	232511829	7	24221	51663.6324	4858.1172	109	1
13_Peak_23156_lociStitched	chr6	37093355	37141599	13	23074	53531.5424	6763.8088	110	1
14_Peak_32620_lociStitched	chr1	204014003	204101374	14	36330	55113.6268	8920.5791	111	1
12_Peak_4082_lociStitched	chr19	33512292	33569321	12	34855	51731.0059	5691.4942	112	1
13_Peak_21020_lociStitched	chr6	31141232	31185270	13	24717	51885.5716	6081.6478	113	1
6_Peak_14649_lociStitched	chr1	229293766	229316485	6	20975	47659.9182	2015.1753	114	1
17_Peak_11702_lociStitched	chr22	39630880	39706786	17	34548	53711.0856	8182.6668	115	1
Peak_10	chr12	6480801	6489442	1	8642	46292.4293	1241.7117	116	1
25_Peak_8829_lociStitched	chr6	7127788	7220420	25	30000	59645.7448	15052.7	117	1
6_Peak_684_lociStitched	chr3	50628067	50665834	6	20341	50339.6343	5797.2345	118	1
18_Peak_761_lociStitched	chr15	60661724	60719913	18	30563	51322.698	6976.8611	119	1
8_Peak_99792_lociStitched	chr9	91137534	91161667	8	19424	46441.5452	2447.0862	120	1
16_Peak_85884_lociStitched	chr6	44002046	44055367	16	31596	51870.6688	7918.1685	121	1
9_Peak_21046_lociStitched	chr11	67112018	67153491	9	24163	48046.4705	4267.5717	122	1
15_Peak_319_lociStitched	chr11	114150043	114192710	15	23823	50099.5914	6353.1163	123	1
9_Peak_11932_lociStitched	chr11	76463242	76510895	9	27015	51179.322	7443.3986	124	1
15_Peak_382_lociStitched	chr9	33129812	33188273	15	28188	49668.4656	5951.3298	125	1
11_Peak_3473_lociStitched	chr6	6780934	6828015	11	23256	50626.1993	7151.6039	126	1
17_Peak_10364_lociStitched	chr2	20765693	20836186	17	33060	50874.7981	7768.3286	127	1
9_Peak_2890_lociStitched	chr20	31033954	31073305	9	24297	47343.1881	4356.1557	128	1
30_Peak_13755_lociStitched	chr5	167695684	167793520	30	40480	53310.8364	10468.452	129	1
14_Peak_4626_lociStitched	chr5	10533351	10608297	14	23937	54268.3986	11504.211	130	1
13_Peak_47274_lociStitched	chr1	22217028	22284958	13	41650	47136.627	4469.794	131	1
13_Peak_10028_lociStitched	chr2	206598213	206641294	13	26066	47544.1916	4984.4717	132	1
9_Peak_77359_lociStitched	chr14	105110264	105165315	9	25411	48356.7984	5884.9519	133	1
